uid,namedLocation,domainID,siteID,plotID,collectDate,processedDate,sampleMaterial,geneticSampleID,laboratoryName,dnaSampleID,dnaSampleCode,internalLabID,testProtocolVersion,nucleicAcidConcentration,inhibitorRemovalRequired,targetGene,targetTaxonGroup,meanCopyNumber,copyNumberStandardDeviation,processedBy,reviewedBy,remarks,publicationDate,release
a554eea6-b63f-4e45-8bfc-98f62cbc1c14,ORNL_003.basePlot.bgc,D07,ORNL,ORNL_003,2016-02-29T17:15Z,2018-08-17,soil,ORNL_003-O-34.5-17-20160229-GEN,Battelle Applied Genomics,ORNL_003-O-34.5-17-20160229-GEN-DNA1,,BMI_Plate73WellD10,BMI_qPCR_SOP_v6,38,N,ITS,fungi,18.1,0.6,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163146Z,RELEASE-2021
cbc54b85-4935-4ae3-8bb5-088b12da2671,ORNL_003.basePlot.bgc,D07,ORNL,ORNL_003,2016-02-29T17:25Z,2018-08-16,soil,ORNL_003-O-33.5-36.5-20160229-GEN,Battelle Applied Genomics,ORNL_003-O-33.5-36.5-20160229-GEN-DNA1,,BMI_Plate73WellD8,BMI_qPCR_SOP_v6,34,N,ITS,fungi,5.9,0.8,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163146Z,RELEASE-2021
b71b98b3-a5ae-457d-b37d-bc0f11bbce80,ORNL_003.basePlot.bgc,D07,ORNL,ORNL_003,2016-02-29T17:25Z,2018-08-22,soil,ORNL_003-O-33.5-36.5-20160229-GEN,Battelle Applied Genomics,ORNL_003-O-33.5-36.5-20160229-GEN-DNA1,,BMI_Plate73WellD8,BMI_qPCR_SOP_v6,34,N,16S,bacteria and archaea,14314.5,3976.4,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163146Z,RELEASE-2021
1f643280-b115-4bc8-8b95-02809751ee92,ORNL_003.basePlot.bgc,D07,ORNL,ORNL_003,2016-02-29T18:30Z,2018-08-22,soil,ORNL_003-O-2.5-0.5-20160229-GEN,Battelle Applied Genomics,ORNL_003-O-2.5-0.5-20160229-GEN-DNA1,,BMI_Plate73WellD6,BMI_qPCR_SOP_v6,47,N,16S,bacteria and archaea,20779.8,510.2,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163146Z,RELEASE-2021
977b27a9-55d1-4af8-b94b-3897993fa9cc,ORNL_003.basePlot.bgc,D07,ORNL,ORNL_003,2016-02-29T18:30Z,2018-08-20,soil,ORNL_003-O-2.5-0.5-20160229-GEN,Battelle Applied Genomics,ORNL_003-O-2.5-0.5-20160229-GEN-DNA1,,BMI_Plate73WellD6,BMI_qPCR_SOP_v6,47,N,ITS,fungi,29.6,0.5,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163146Z,RELEASE-2021
4c2be974-62c5-4c43-8153-b4b9a13c5e07,ORNL_021.basePlot.bgc,D07,ORNL,ORNL_021,2016-02-29T18:30Z,2018-08-20,soil,ORNL_021-O-9-1-20160229-GEN,Battelle Applied Genomics,ORNL_021-O-9-1-20160229-GEN-DNA1,,BMI_Plate73WellE4,BMI_qPCR_SOP_v6,43,N,ITS,fungi,4.8,0.2,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163146Z,RELEASE-2021
c4136251-b562-4d1f-9d30-140e2d223f88,ORNL_021.basePlot.bgc,D07,ORNL,ORNL_021,2016-02-29T18:30Z,2018-08-22,soil,ORNL_021-O-9-1-20160229-GEN,Battelle Applied Genomics,ORNL_021-O-9-1-20160229-GEN-DNA1,,BMI_Plate73WellE4,BMI_qPCR_SOP_v6,43,N,16S,bacteria and archaea,23053.4,335.2,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163146Z,RELEASE-2021
bbdb9543-3a43-4eba-becd-48bb03cfb314,ORNL_021.basePlot.bgc,D07,ORNL,ORNL_021,2016-02-29T19:00Z,2018-08-20,soil,ORNL_021-O-38-20-20160229-GEN,Battelle Applied Genomics,ORNL_021-O-38-20-20160229-GEN-DNA1,,BMI_Plate73WellE3,BMI_qPCR_SOP_v6,63,N,ITS,fungi,6.3,0.1,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163146Z,RELEASE-2021
49440a2a-5e33-4441-b0c5-df09c599eeff,ORNL_021.basePlot.bgc,D07,ORNL,ORNL_021,2016-02-29T19:00Z,2018-08-22,soil,ORNL_021-O-38-20-20160229-GEN,Battelle Applied Genomics,ORNL_021-O-38-20-20160229-GEN-DNA1,,BMI_Plate73WellE3,BMI_qPCR_SOP_v6,63,N,16S,bacteria and archaea,17210.6,1013.4,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163146Z,RELEASE-2021
4d9f8952-cb66-4350-8c3c-c41609faa457,ORNL_027.basePlot.bgc,D07,ORNL,ORNL_027,2016-02-29T20:20Z,2018-08-22,soil,ORNL_027-O-13.5-1.5-20160229-GEN,Battelle Applied Genomics,ORNL_027-O-13.5-1.5-20160229-GEN-DNA1,,BMI_Plate73WellE5,BMI_qPCR_SOP_v6,42,N,16S,bacteria and archaea,28745.5,6142.5,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163146Z,RELEASE-2021
dbfd3f55-0949-47c9-b044-27dac1c46e55,ORNL_027.basePlot.bgc,D07,ORNL,ORNL_027,2016-02-29T20:20Z,2018-08-20,soil,ORNL_027-O-13.5-1.5-20160229-GEN,Battelle Applied Genomics,ORNL_027-O-13.5-1.5-20160229-GEN-DNA1,,BMI_Plate73WellE5,BMI_qPCR_SOP_v6,42,N,ITS,fungi,12.5,0.9,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163146Z,RELEASE-2021
a76e8a19-156a-4544-a596-ad97ee48decb,ORNL_027.basePlot.bgc,D07,ORNL,ORNL_027,2016-02-29T20:35Z,2018-08-22,soil,ORNL_027-O-34.5-13-20160229-GEN,Battelle Applied Genomics,ORNL_027-O-34.5-13-20160229-GEN-DNA1,,BMI_Plate73WellE8,BMI_qPCR_SOP_v6,54,N,16S,bacteria and archaea,17453,8142.7,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163146Z,RELEASE-2021
1e29c1fc-ebbe-4c18-a686-6ecd12629d7b,ORNL_027.basePlot.bgc,D07,ORNL,ORNL_027,2016-02-29T20:35Z,2018-08-16,soil,ORNL_027-O-34.5-13-20160229-GEN,Battelle Applied Genomics,ORNL_027-O-34.5-13-20160229-GEN-DNA1,,BMI_Plate73WellE8,BMI_qPCR_SOP_v6,54,N,ITS,fungi,5.2,0.2,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163146Z,RELEASE-2021
04fdef52-bbcb-48dd-b726-51f5b902320b,ORNL_027.basePlot.bgc,D07,ORNL,ORNL_027,2016-02-29T20:45Z,2018-08-16,soil,ORNL_027-O-34.5-30.5-20160229-GEN,Battelle Applied Genomics,ORNL_027-O-34.5-30.5-20160229-GEN-DNA1,,BMI_Plate73WellE9,BMI_qPCR_SOP_v6,47,N,ITS,fungi,4.1,0.5,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163146Z,RELEASE-2021
a37d07df-53b9-4493-9dea-824f1abc007a,ORNL_027.basePlot.bgc,D07,ORNL,ORNL_027,2016-02-29T20:45Z,2018-08-22,soil,ORNL_027-O-34.5-30.5-20160229-GEN,Battelle Applied Genomics,ORNL_027-O-34.5-30.5-20160229-GEN-DNA1,,BMI_Plate73WellE9,BMI_qPCR_SOP_v6,47,N,16S,bacteria and archaea,12768,715.8,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163146Z,RELEASE-2021
ca2e33bc-43a9-474a-9310-1e8f2f15fec5,ORNL_043.basePlot.bgc,D07,ORNL,ORNL_043,2016-03-01T13:15Z,2018-08-17,soil,ORNL_043-O-7.5-13-20160301-GEN,Battelle Applied Genomics,ORNL_043-O-7.5-13-20160301-GEN-DNA1,,BMI_Plate73WellF10,BMI_qPCR_SOP_v6,43,N,ITS,fungi,11.7,0.8,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
62791ec9-8e5d-4e57-b471-d106bea03c74,ORNL_043.basePlot.bgc,D07,ORNL,ORNL_043,2016-03-01T13:15Z,2018-08-23,soil,ORNL_043-O-7.5-13-20160301-GEN,Battelle Applied Genomics,ORNL_043-O-7.5-13-20160301-GEN-DNA1,,BMI_Plate73WellF10,BMI_qPCR_SOP_v6,43,N,16S,bacteria and archaea,24521.4,1660,vMLbKuU6fpGAXKGgRZhlHg==,hZbYwvE98vC74xef62GeRA==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
c8d93fae-387f-4d24-88cf-0a6c8ddbbd81,ORNL_043.basePlot.bgc,D07,ORNL,ORNL_043,2016-03-01T13:25Z,2018-08-22,soil,ORNL_043-O-35.5-4-20160301-GEN,Battelle Applied Genomics,ORNL_043-O-35.5-4-20160301-GEN-DNA1,,BMI_Plate73WellF6,BMI_qPCR_SOP_v6,55,N,16S,bacteria and archaea,20085,1150.2,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
4ebcdf7c-d02b-404c-a759-cd8c8d566c86,ORNL_043.basePlot.bgc,D07,ORNL,ORNL_043,2016-03-01T13:25Z,2018-08-20,soil,ORNL_043-O-35.5-4-20160301-GEN,Battelle Applied Genomics,ORNL_043-O-35.5-4-20160301-GEN-DNA1,,BMI_Plate73WellF6,BMI_qPCR_SOP_v6,55,N,ITS,fungi,17.8,0.8,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
ac9ab395-9f31-4d6d-ab85-02bcbce41af3,ORNL_043.basePlot.bgc,D07,ORNL,ORNL_043,2016-03-01T13:35Z,2018-08-22,soil,ORNL_043-O-26.5-31.5-20160301-GEN,Battelle Applied Genomics,ORNL_043-O-26.5-31.5-20160301-GEN-DNA1,,BMI_Plate73WellF5,BMI_qPCR_SOP_v6,43,N,16S,bacteria and archaea,31408.7,16413.7,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
cffe2670-713f-4c31-83f9-27395b9ae87f,ORNL_043.basePlot.bgc,D07,ORNL,ORNL_043,2016-03-01T13:35Z,2018-08-20,soil,ORNL_043-O-26.5-31.5-20160301-GEN,Battelle Applied Genomics,ORNL_043-O-26.5-31.5-20160301-GEN-DNA1,,BMI_Plate73WellF5,BMI_qPCR_SOP_v6,43,N,ITS,fungi,41.2,8.8,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
cb556a4e-aaff-4e21-9548-75a898628faf,ORNL_053.basePlot.bgc,D07,ORNL,ORNL_053,2016-03-01T13:50Z,2018-08-22,soil,ORNL_053-O-5.5-19.5-20160301-GEN,Battelle Applied Genomics,ORNL_053-O-5.5-19.5-20160301-GEN-DNA1,,BMI_Plate73WellH4,BMI_qPCR_SOP_v6,55,N,16S,bacteria and archaea,33382.9,2720.5,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
5382ffb6-ac04-46dc-bb2e-fe3536334a69,ORNL_053.basePlot.bgc,D07,ORNL,ORNL_053,2016-03-01T13:50Z,2018-08-20,soil,ORNL_053-O-5.5-19.5-20160301-GEN,Battelle Applied Genomics,ORNL_053-O-5.5-19.5-20160301-GEN-DNA1,,BMI_Plate73WellH4,BMI_qPCR_SOP_v6,55,N,ITS,fungi,10,0.4,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
fc41a072-77de-4645-b8d4-64ee7a5552bf,ORNL_053.basePlot.bgc,D07,ORNL,ORNL_053,2016-03-01T14:04Z,2018-08-22,soil,ORNL_053-O-33.5-15.5-20160301-GEN,Battelle Applied Genomics,ORNL_053-O-33.5-15.5-20160301-GEN-DNA1,,BMI_Plate73WellH2,BMI_qPCR_SOP_v6,48,N,16S,bacteria and archaea,14364.1,2307.9,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
cb1d8d20-a855-4805-9802-c2e2a1d462ac,ORNL_053.basePlot.bgc,D07,ORNL,ORNL_053,2016-03-01T14:04Z,2018-08-20,soil,ORNL_053-O-33.5-15.5-20160301-GEN,Battelle Applied Genomics,ORNL_053-O-33.5-15.5-20160301-GEN-DNA1,,BMI_Plate73WellH2,BMI_qPCR_SOP_v6,48,N,ITS,fungi,22.4,1.1,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
09c94704-32a5-4d9a-9321-eefbc6c01575,ORNL_053.basePlot.bgc,D07,ORNL,ORNL_053,2016-03-01T14:11Z,2018-08-22,soil,ORNL_053-O-33-20-20160301-GEN,Battelle Applied Genomics,ORNL_053-O-33-20-20160301-GEN-DNA1,,BMI_Plate73WellH3,BMI_qPCR_SOP_v6,63,N,16S,bacteria and archaea,36694.1,4248.5,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
074303e3-b046-4313-a49c-c76fd63eba0e,ORNL_053.basePlot.bgc,D07,ORNL,ORNL_053,2016-03-01T14:11Z,2018-08-20,soil,ORNL_053-O-33-20-20160301-GEN,Battelle Applied Genomics,ORNL_053-O-33-20-20160301-GEN-DNA1,,BMI_Plate73WellH3,BMI_qPCR_SOP_v6,63,N,ITS,fungi,41.6,1,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
4b8b9ee1-ddfa-4bf0-a2bb-f32d6bfdaa0e,ORNL_046.basePlot.bgc,D07,ORNL,ORNL_046,2016-03-01T14:22Z,2018-08-20,soil,ORNL_046-O-6.5-6.5-20160301-GEN,Battelle Applied Genomics,ORNL_046-O-6.5-6.5-20160301-GEN-DNA1,,BMI_Plate73WellG4,BMI_qPCR_SOP_v6,42,N,ITS,fungi,40.3,2.7,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
72c4318e-2c1b-4d81-b4db-7216cd75837f,ORNL_046.basePlot.bgc,D07,ORNL,ORNL_046,2016-03-01T14:22Z,2018-08-22,soil,ORNL_046-O-6.5-6.5-20160301-GEN,Battelle Applied Genomics,ORNL_046-O-6.5-6.5-20160301-GEN-DNA1,,BMI_Plate73WellG4,BMI_qPCR_SOP_v6,42,N,16S,bacteria and archaea,27313.5,2557,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
594f600f-d30a-4b0b-be05-d5baca948eaa,ORNL_046.basePlot.bgc,D07,ORNL,ORNL_046,2016-03-01T14:29Z,2018-08-20,soil,ORNL_046-O-32.5-1.5-20160301-GEN,Battelle Applied Genomics,ORNL_046-O-32.5-1.5-20160301-GEN-DNA1,,BMI_Plate73WellG2,BMI_qPCR_SOP_v6,66,N,ITS,fungi,18.3,0.7,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
c1625e7f-3e67-465f-aedc-a5e9df1b55c3,ORNL_046.basePlot.bgc,D07,ORNL,ORNL_046,2016-03-01T14:29Z,2018-08-22,soil,ORNL_046-O-32.5-1.5-20160301-GEN,Battelle Applied Genomics,ORNL_046-O-32.5-1.5-20160301-GEN-DNA1,,BMI_Plate73WellG2,BMI_qPCR_SOP_v6,66,N,16S,bacteria and archaea,24647.2,3810.1,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
d94b36cd-b32b-4100-b42e-804db5f461db,ORNL_046.basePlot.bgc,D07,ORNL,ORNL_046,2016-03-01T14:36Z,2018-08-22,soil,ORNL_046-O-32-31-20160301-GEN,Battelle Applied Genomics,ORNL_046-O-32-31-20160301-GEN-DNA1,,BMI_Plate73WellG3,BMI_qPCR_SOP_v6,71,N,16S,bacteria and archaea,15838.9,2255.8,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
b572bed4-4ee4-4e7b-a340-4201fede4bbe,ORNL_046.basePlot.bgc,D07,ORNL,ORNL_046,2016-03-01T14:36Z,2018-08-20,soil,ORNL_046-O-32-31-20160301-GEN,Battelle Applied Genomics,ORNL_046-O-32-31-20160301-GEN-DNA1,,BMI_Plate73WellG3,BMI_qPCR_SOP_v6,71,N,ITS,fungi,20,1,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
97f0c559-7e9b-4dd4-b385-53f748a7487f,ORNL_049.basePlot.bgc,D07,ORNL,ORNL_049,2016-03-01T15:50Z,2018-08-23,soil,ORNL_049-O-8-9.5-20160301-GEN,Battelle Applied Genomics,ORNL_049-O-8-9.5-20160301-GEN-DNA1,,BMI_Plate73WellG10,BMI_qPCR_SOP_v6,53,N,16S,bacteria and archaea,35823.6,22325.3,vMLbKuU6fpGAXKGgRZhlHg==,hZbYwvE98vC74xef62GeRA==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
9a8d520d-a70c-477c-9bd3-718ce9e2d867,ORNL_049.basePlot.bgc,D07,ORNL,ORNL_049,2016-03-01T15:50Z,2018-08-17,soil,ORNL_049-O-8-9.5-20160301-GEN,Battelle Applied Genomics,ORNL_049-O-8-9.5-20160301-GEN-DNA1,,BMI_Plate73WellG10,BMI_qPCR_SOP_v6,53,N,ITS,fungi,9.5,0.4,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
6a02d8f5-c4a9-44f0-bd33-26c8191e0070,ORNL_049.basePlot.bgc,D07,ORNL,ORNL_049,2016-03-01T16:03Z,2018-08-22,soil,ORNL_049-O-36-19.5-20160301-GEN,Battelle Applied Genomics,ORNL_049-O-36-19.5-20160301-GEN-DNA1,,BMI_Plate73WellG9,BMI_qPCR_SOP_v6,66,N,16S,bacteria and archaea,16438.2,1605.9,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
a84f1deb-9944-4d16-8be1-666702ea8139,ORNL_049.basePlot.bgc,D07,ORNL,ORNL_049,2016-03-01T16:03Z,2018-08-16,soil,ORNL_049-O-36-19.5-20160301-GEN,Battelle Applied Genomics,ORNL_049-O-36-19.5-20160301-GEN-DNA1,,BMI_Plate73WellG9,BMI_qPCR_SOP_v6,66,N,ITS,fungi,3,0.1,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
d18558ce-a174-42a7-b288-3fc2d4a019d3,ORNL_049.basePlot.bgc,D07,ORNL,ORNL_049,2016-03-01T16:15Z,2018-08-16,soil,ORNL_049-O-30.5-25.5-20160301-GEN,Battelle Applied Genomics,ORNL_049-O-30.5-25.5-20160301-GEN-DNA1,,BMI_Plate73WellG7,BMI_qPCR_SOP_v6,51,N,ITS,fungi,12,1.4,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
83c6f2db-9011-4d5b-a35a-8c5c45898c3e,ORNL_049.basePlot.bgc,D07,ORNL,ORNL_049,2016-03-01T16:15Z,2018-08-22,soil,ORNL_049-O-30.5-25.5-20160301-GEN,Battelle Applied Genomics,ORNL_049-O-30.5-25.5-20160301-GEN-DNA1,,BMI_Plate73WellG7,BMI_qPCR_SOP_v6,51,N,16S,bacteria and archaea,25868.5,2048.1,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
4a430ef7-5471-4d78-ad29-7b90311f8106,ORNL_001.basePlot.bgc,D07,ORNL,ORNL_001,2016-03-02T15:40Z,2018-08-22,soil,ORNL_001-M-3.5-19-20160302-GEN,Battelle Applied Genomics,ORNL_001-M-3.5-19-20160302-GEN-DNA1,,BMI_Plate73WellC6,BMI_qPCR_SOP_v6,18,N,16S,bacteria and archaea,21775.2,3279.3,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
7f0bf00c-10e2-4480-b714-a2d840003823,ORNL_001.basePlot.bgc,D07,ORNL,ORNL_001,2016-03-02T15:40Z,2018-08-20,soil,ORNL_001-M-3.5-19-20160302-GEN,Battelle Applied Genomics,ORNL_001-M-3.5-19-20160302-GEN-DNA1,,BMI_Plate73WellC6,BMI_qPCR_SOP_v6,18,N,ITS,fungi,56.9,1,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
30ed0f66-2aa1-4ff6-92e2-ef5626ee1b7c,ORNL_001.basePlot.bgc,D07,ORNL,ORNL_001,2016-03-02T16:05Z,2018-08-22,soil,ORNL_001-O-26.5-4.5-20160302-GEN,Battelle Applied Genomics,ORNL_001-O-26.5-4.5-20160302-GEN-DNA1,,BMI_Plate73WellC8,BMI_qPCR_SOP_v6,48,N,16S,bacteria and archaea,17207.1,7349.8,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
04908d5c-732c-4e5a-85c0-e875b09c083b,ORNL_001.basePlot.bgc,D07,ORNL,ORNL_001,2016-03-02T16:05Z,2018-08-16,soil,ORNL_001-O-26.5-4.5-20160302-GEN,Battelle Applied Genomics,ORNL_001-O-26.5-4.5-20160302-GEN-DNA1,,BMI_Plate73WellC8,BMI_qPCR_SOP_v6,48,N,ITS,fungi,11.9,0.3,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
f7367f79-615b-4a89-ad63-39e095f2dd53,ORNL_001.basePlot.bgc,D07,ORNL,ORNL_001,2016-03-02T16:20Z,2018-08-23,soil,ORNL_001-O-37.5-25-20160302-GEN,Battelle Applied Genomics,ORNL_001-O-37.5-25-20160302-GEN-DNA1,,BMI_Plate73WellC11,BMI_qPCR_SOP_v6,61,N,16S,bacteria and archaea,8613.2,1748.5,vMLbKuU6fpGAXKGgRZhlHg==,hZbYwvE98vC74xef62GeRA==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
3a38b7a0-ceae-408f-adb9-a7c0b577fd5a,ORNL_029.basePlot.bgc,D07,ORNL,ORNL_029,2016-03-02T17:30Z,2018-08-20,soil,ORNL_029-O-8.5-5.5-20160302-GEN,Battelle Applied Genomics,ORNL_029-O-8.5-5.5-20160302-GEN-DNA1,,BMI_Plate73WellF4,BMI_qPCR_SOP_v6,52,N,ITS,fungi,4.3,0.2,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
7dd32cd4-6d3e-4424-a8fd-7d5d85b5875c,ORNL_029.basePlot.bgc,D07,ORNL,ORNL_029,2016-03-02T17:30Z,2018-08-22,soil,ORNL_029-O-8.5-5.5-20160302-GEN,Battelle Applied Genomics,ORNL_029-O-8.5-5.5-20160302-GEN-DNA1,,BMI_Plate73WellF4,BMI_qPCR_SOP_v6,52,N,16S,bacteria and archaea,22020.9,510.1,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
d19e9582-4fcb-47bd-bfb4-b208454f6945,ORNL_029.basePlot.bgc,D07,ORNL,ORNL_029,2016-03-02T17:45Z,2018-08-20,soil,ORNL_029-O-38-4.5-20160302-GEN,Battelle Applied Genomics,ORNL_029-O-38-4.5-20160302-GEN-DNA1,,BMI_Plate73WellF2,BMI_qPCR_SOP_v6,44,N,ITS,fungi,10.5,2.1,EpO2CC/Vy5If8fJunYivVA==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
07471dbf-c64d-4478-a840-0f519d1b40d2,ORNL_029.basePlot.bgc,D07,ORNL,ORNL_029,2016-03-02T17:45Z,2018-08-22,soil,ORNL_029-O-38-4.5-20160302-GEN,Battelle Applied Genomics,ORNL_029-O-38-4.5-20160302-GEN-DNA1,,BMI_Plate73WellF2,BMI_qPCR_SOP_v6,44,N,16S,bacteria and archaea,16426.4,9970.5,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
ec5aa4b0-d724-4ed0-a027-23f8ea2df6a3,ORNL_029.basePlot.bgc,D07,ORNL,ORNL_029,2016-03-02T18:10Z,2018-08-23,soil,ORNL_029-O-30.5-38-20160302-GEN,Battelle Applied Genomics,ORNL_029-O-30.5-38-20160302-GEN-DNA1,,BMI_Plate73WellE12,BMI_qPCR_SOP_v6,22,N,16S,bacteria and archaea,15893.2,1015.3,vMLbKuU6fpGAXKGgRZhlHg==,hZbYwvE98vC74xef62GeRA==,1:100 dilution; included in calculations,20201217T163113Z,RELEASE-2021
a581ca33-e550-4df7-978b-26240e1713c6,ORNL_029.basePlot.bgc,D07,ORNL,ORNL_029,2016-03-02T18:10Z,2018-08-17,soil,ORNL_029-O-30.5-38-20160302-GEN,Battelle Applied Genomics,ORNL_029-O-30.5-38-20160302-GEN-DNA1,,BMI_Plate73WellE12,BMI_qPCR_SOP_v6,22,N,ITS,fungi,53.5,0.9,EpO2CC/Vy5KQEY/dTCYY1Q==,hZbYwvE98vC74xef62GeRA==,1:10 dilution; included in calculations,20201217T163113Z,RELEASE-2021
